,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
998,"Without ever becoming didactic , director Carlos Carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .",27249,0.75,positive,3,1178,3
999,"Without the dark spookiness of Crystal Lake Camp , the horror concept completely loses its creepy menace .",151033,0.43056,neutral,2,7531,3
1000,"Woody Allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",27263,0.73611,positive,3,1149,3
1001,"Works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .",151049,0.23611,negative,1,7754,3
1002,Worth watching for Dong Jie 's performance -- and for the way it documents a culture in the throes of rapid change .,47680,0.66667,positive,3,1375,3
1003,"Would n't one about their famous dad , author of Death in Venice , etc. , be more valuable ?",227223,0.45833,neutral,2,7389,3
1004,"Writer-director 's Mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .",47695,0.83333,very positive,4,1567,3
1005,"Writer\/director Joe Carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",27281,0.66667,positive,3,1167,3
1006,Writer\/director Mark Romanek spotlights the underlying caste system in America .,227234,0.58333,neutral,2,1445,3
1007,Yakusho and Shimizu ... create engaging characterizations in Imamura 's lively and enjoyable cultural mix .,27287,0.81944,very positive,4,1318,3
1008,"Yes , Ballistic is silly .",227244,0.45833,neutral,2,7462,3
1009,"Yes , dull .",227246,0.11111,very negative,0,7657,3
1010,"You 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .",27292,0.66667,positive,3,1128,3
1011,You do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .,27296,0.83333,very positive,4,1291,3
1012,"You really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .",151139,0.041667,very negative,0,7455,3
1013,You will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .,27304,0.61111,positive,3,1319,3
1014,"You wo n't like Roger , but you will quickly recognize him .",227312,0.36111,negative,1,1160,3
1015,"You wo n't miss its messages , but you 'll be entertained as well .",227315,0.52778,neutral,2,1481,3
1016,You wonder why Enough was n't just a music video rather than a full-length movie .,151147,0.36111,negative,1,7721,3
1017,Zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,151169,0.22222,negative,1,7426,3
1018,Zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .,47755,0.625,positive,3,1579,3
1019,"But Daphne , you 're too Buff \/ Fred thinks he 's tough \/ And Velma - wow , you 've lost weight !",227344,0.33333,negative,1,7891,3
1020,A ' for creativity but comes across more as a sketch for a full-length comedy .,151193,0.56944,neutral,2,7334,3
1021,De Niro ... is a veritable source of sincere passion that this Hollywood contrivance orbits around . ',47767,0.83333,very positive,4,1591,3
1022,Easily my choice for one of the year 's best films . ',47768,0.94444,very positive,4,1468,3
1023,They ' begins and ends with scenes so terrifying I 'm still stunned .,227382,0.59722,neutral,2,1388,3
1024,"Mostly Martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see .",227538,0.86111,very positive,4,1629,3
1025,"The Ring '' is pretty much an English-language copy of the film that inspired it , and it carries the same strengths and flaws .",227627,0.47222,neutral,2,1366,3
1026,The Time Machine '' is a movie that has no interest in itself .,227632,0.19444,very negative,0,7573,3
1027,a by-the-numbers patient\/doctor pic that covers all the usual ground,151436,0.38889,negative,1,7611,3
1028,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,152172,0.27778,negative,1,7555,3
1029,"a quiet , pure , elliptical film",27754,0.77778,positive,3,1277,3
1030,columns from Ladies Home Journal ...,229889,0.48611,neutral,2,7578,3
1031,"comes off like a rejected ABC Afterschool Special , freshened up by the dunce of a Screenwriting 101 class .",229921,0.16667,very negative,0,7899,3
1032,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises",50738,0.88889,very positive,4,1536,3
1033,"does paint some memorable images ... , but Makhmalbaf keeps her distance from the characters",157817,0.625,positive,3,7737,3
1034,"essentially an exceptionally well-written , well-edited , well-directed , well-acted , bald rip-off of Aliens .",51324,0.52778,neutral,2,1590,3
1035,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then Esther 's story is a compelling quest for truth .",52810,0.79167,positive,3,1458,3
1036,is not easy .,232648,0.41667,neutral,2,1456,3
1037,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so,163906,0.29167,negative,1,7901,3
1038,just not campy enough,164336,0.23611,negative,1,7739,3
1039,"may not have generated many sparks , but with his affection for Astoria and its people he has given his tale a warm glow .",34425,0.59722,neutral,2,1197,3
1040,should be seen at the very least for its spasms of absurdist humor .,235688,0.54167,neutral,2,1444,3
1041,the film tunes into a grief that could lead a man across centuries .,38233,0.65278,positive,3,1250,3
1042,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure .",39967,1.0,very positive,4,1240,3
1043,when Leguizamo finally plugged an irritating character late in the movie .,238627,0.25,negative,1,7428,3
