,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
270,A case in point : Doug Pray 's Scratch .,221952,0.5,neutral,2,4171,1
271,A cautionary tale about the folly of superficiality that is itself endlessly superficial .,143029,0.38889,negative,1,6828,1
272,A cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall .,62828,0.59722,neutral,2,3521,1
273,"A cellophane-pop remake of the punk classic Ladies and Gentlemen , The Fabulous Stains ... Crossroads is never much worse than bland or better than inconsequential .",181553,0.16667,very negative,0,11525,1
274,A certain sexiness underlines even the dullest tangents .,62830,0.61111,positive,3,2429,1
275,"A chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody .",103464,0.84722,very positive,4,4575,1
276,A characteristically engorged and sloppy coming-of-age movie .,181556,0.23611,negative,1,10489,1
277,A charmer from Belgium .,62833,0.61111,positive,3,3307,1
278,"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",103468,0.72222,positive,3,5503,1
279,A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .,103471,0.58333,neutral,2,5311,1
280,A charming but slight comedy .,62835,0.61111,positive,3,3605,1
281,A cheap scam put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life .,181558,0.0,very negative,0,9164,1
282,A chick flick for guys .,62837,0.41667,neutral,2,3105,1
283,A chiller resolutely without chills .,143037,0.19444,very negative,0,6938,1
284,A chilling movie without oppressive gore .,62840,0.63889,positive,3,3276,1
285,A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,44004,0.63889,positive,3,2147,1
286,"A chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",62845,0.63889,positive,3,4374,1
287,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",181568,0.097222,very negative,0,10081,1
288,"A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department .",62846,0.625,positive,3,2600,1
289,"A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...",181573,0.38889,negative,1,10820,1
290,A classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,103475,0.83333,very positive,4,4792,1
291,"A classy , sprightly spin on film .",62849,0.83333,very positive,4,2591,1
292,A clever script and skilled actors bring new energy to the familiar topic of office politics .,103479,0.61111,positive,3,4872,1
293,A cleverly crafted but ultimately hollow mockumentary .,103481,0.375,negative,1,5881,1
294,A close-to-solid espionage thriller with the misfortune of being released a few decades too late .,103484,0.45833,neutral,2,6139,1
295,"A clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .",143044,0.36111,negative,1,7058,1
296,A cockeyed shot all the way .,181575,0.38889,negative,1,10008,1
297,"A college story that works even without vulgarity , sex scenes , and cussing !",62852,0.75,positive,3,2391,1
298,"A colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters .",103489,0.93056,very positive,4,4474,1
299,"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",62855,0.94444,very positive,4,4010,1
300,"A comedy that is warm , inviting , and surprising .",62857,0.84722,very positive,4,3121,1
301,A comedy that swings and jostles to the rhythms of life .,62859,0.73611,positive,3,2615,1
302,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,103492,0.93056,very positive,4,5302,1
303,A coming-of-age movie that Hollywood would n't have the guts to make .,62862,0.80556,very positive,4,3007,1
304,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",44007,0.79167,positive,3,1968,1
305,"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",103495,0.83333,very positive,4,4752,1
306,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .,103498,0.79167,positive,3,5022,1
307,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,62870,0.75,positive,3,4218,1
308,A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her .,221968,0.72222,positive,3,11620,1
309,A compelling film .,221969,0.86111,very positive,4,11676,1
310,A compelling motion picture that illustrates an American tragedy .,44013,0.81944,very positive,4,1812,1
311,"A compelling pre-WWII drama with vivid characters and a warm , moving message .",62873,0.84722,very positive,4,2704,1
312,A compelling story of musical passion against governmental odds .,103502,0.72222,positive,3,5610,1
313,"A compelling yarn , but not quite a ripping one .",44019,0.70833,positive,3,2024,1
314,"A competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country .",103504,0.69444,positive,3,4569,1
315,A complete waste of time .,181578,0.375,negative,1,11614,1
316,"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",62878,0.65278,positive,3,4024,1
317,A complex psychological drama about a father who returns to his son 's home after decades away .,44022,0.66667,positive,3,2162,1
318,"A confluence of kiddie entertainment , sophisticated wit and symbolic graphic design .",103507,0.72222,positive,3,4688,1
319,"A conventional , but well-crafted film about a historic legal battle in Ireland over a man 's right to raise his own children .",62881,0.72222,positive,3,2718,1
320,A conventional but heartwarming tale .,62883,0.80556,very positive,4,4299,1
321,A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .,181581,0.083333,very negative,0,10571,1
322,A creaky staircase gothic .,62885,0.55556,neutral,2,2263,1
323,"A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .",62890,0.68056,positive,3,2344,1
324,A crisply made movie that is no more than mildly amusing .,143059,0.47222,neutral,2,6917,1
325,"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there .",221975,0.33333,negative,1,9721,1
326,A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .,181586,0.45833,neutral,2,9712,1
327,"A cultural wildcard experience : wacky , different , unusual , even nutty .",62894,0.86111,very positive,4,3579,1
328,A culture clash comedy only half as clever as it thinks it is .,181588,0.27778,negative,1,10768,1
329,"A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .",62900,0.68056,positive,3,2404,1
330,A cutesy romantic tale with a twist .,103510,0.73611,positive,3,5015,1
331,A damn fine and a truly distinctive and a deeply pertinent film .,103514,0.91667,very positive,4,5064,1
332,"A dark , dull thriller with a parting shot that misfires .",143064,0.54167,neutral,2,7326,1
333,"A dark , quirky road movie that constantly defies expectation .",62904,0.875,very positive,4,4036,1
334,A dark comedy that goes for sick and demented humor simply to do so .,221977,0.30556,negative,1,10951,1
335,"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment .",181594,0.26389,negative,1,10174,1
336,A dashing and absorbing outing with one of France 's most inventive directors .,62907,0.77778,positive,3,3054,1
337,A dazzling dream of a documentary .,62910,0.80556,very positive,4,3656,1
338,A dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater provides .,62912,0.77778,positive,3,4134,1
339,A decent-enough nail-biter that stands a good chance of being the big hit Franklin needs to stay afloat in Hollywood .,62915,0.72222,positive,3,2565,1
340,A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,44027,0.16667,very negative,0,2069,1
341,A decidedly mixed bag .,181596,0.43056,neutral,2,10525,1
342,A deeply felt and vividly detailed story about newcomers in a strange new world .,62916,0.76389,positive,3,3895,1
343,"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",62920,0.72222,positive,3,3782,1
344,"A deftly entertaining film , smartly played and smartly directed .",62922,0.88889,very positive,4,2241,1
345,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",62925,0.625,positive,3,4266,1
346,"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .",44034,0.88889,very positive,4,2113,1
347,A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .,103517,0.83333,very positive,4,5468,1
348,A deliciously nonsensical comedy about a city coming apart at its seams .,103521,0.90278,very positive,4,5373,1
349,"A delightful , if minor , pastry of a movie .",62928,0.80556,very positive,4,2821,1
